0x7FFF,	0x0000,
0x7FFF,	0x0000,
0x7FFF,	0x0000,
0x7F62,	0xF375,
0x7FD8,	0xF9B9,
0x7E9D,	0xED38,
0x7D8A,	0xE708,
0x7F62,	0xF375,
0x7A7D,	0xDAD8,
0x7A7D,	0xDAD8,
0x7E9D,	0xED38,
0x73B5,	0xC946,
0x7641,	0xCF05,
0x7D8A,	0xE708,
0x6A6D,	0xB8E4,
0x70E2,	0xC3AA,
0x7C29,	0xE0E7,
0x5ED7,	0xAA0B,
0x6A6D,	0xB8E4,
0x7A7D,	0xDAD8,
0x5133,	0x9D0E,
0x62F2,	0xAECD,
0x7884,	0xD4E1,
0x41CE,	0x9236,
0x5A82,	0xA57E,
0x7641,	0xCF05,
0x30FB,	0x89BF,
0x5133,	0x9D0E,
0x73B5,	0xC946,
0x1F19,	0x83D7,
0x471C,	0x9593,
0x70E2,	0xC3AA,
0x0C8B,	0x809E,
0x3C56,	0x8F1E,
0x6DCA,	0xBE32,
0xF9B9,	0x8028,
0x30FB,	0x89BF,
0x6A6D,	0xB8E4,
0xE708,	0x8276,
0x2528,	0x8583,
0x66CF,	0xB3C1,
0xD4E1,	0x877C,
0x18F8,	0x8276,
0x62F2,	0xAECD,
0xC3AA,	0x8F1E,
0x0C8B,	0x809E,
0x5ED7,	0xAA0B,
0xB3C1,	0x9931,
0x0000,	0x8001,
0x5A82,	0xA57E,
0xA57E,	0xA57E,
0xF375,	0x809E,
0x55F5,	0xA129,
0x9931,	0xB3C1,
0xE708,	0x8276,
0x5133,	0x9D0E,
0x8F1E,	0xC3AA,
0xDAD8,	0x8583,
0x4C3F,	0x9931,
0x877C,	0xD4E1,
0xCF05,	0x89BF,
0x471C,	0x9593,
0x8276,	0xE708,
0xC3AA,	0x8F1E,
0x41CE,	0x9236,
0x8028,	0xF9B9,
0xB8E4,	0x9593,
0x3C56,	0x8F1E,
0x809E,	0x0C8B,
0xAECD,	0x9D0E,
0x36BA,	0x8C4B,
0x83D7,	0x1F19,
0xA57E,	0xA57E,
0x30FB,	0x89BF,
0x89BF,	0x30FB,
0x9D0E,	0xAECD,
0x2B1F,	0x877C,
0x9236,	0x41CE,
0x9593,	0xB8E4,
0x2528,	0x8583,
0x9D0E,	0x5133,
0x8F1E,	0xC3AA,
0x1F19,	0x83D7,
0xAA0B,	0x5ED7,
0x89BF,	0xCF05,
0x18F8,	0x8276,
0xB8E4,	0x6A6D,
0x8583,	0xDAD8,
0x12C8,	0x8163,
0xC946,	0x73B5,
0x8276,	0xE708,
0x0C8B,	0x809E,
0xDAD8,	0x7A7D,
0x809E,	0xF375,
0x0647,	0x8028,
0xED38,	0x7E9D,
0x0000,	0x8000,
0x0000,	0x8000,

