0x7FFF,	0x0000,
0x7FFF,	0x0000,
0x7FFF,	0x0000,
0x7FFF,	0xFF9C,
0x7FFF,	0xFFCE,
0x7FFF,	0xFF6A,
0x7FFF,	0xFF37,
0x7FFF,	0xFF9C,
0x7FFE,	0xFED3,
0x7FFE,	0xFED3,
0x7FFF,	0xFF6A,
0x7FFC,	0xFE3C,
0x7FFD,	0xFE6E,
0x7FFF,	0xFF37,
0x7FFA,	0xFDA5,
0x7FFC,	0xFE0A,
0x7FFF,	0xFF05,
0x7FF7,	0xFD0F,
0x7FFA,	0xFDA5,
0x7FFE,	0xFED3,
0x7FF3,	0xFC78,
0x7FF8,	0xFD41,
0x7FFE,	0xFEA1,
0x7FEE,	0xFBE1,
0x7FF6,	0xFCDC,
0x7FFD,	0xFE6E,
0x7FE9,	0xFB4A,
0x7FF3,	0xFC78,
0x7FFC,	0xFE3C,
0x7FE3,	0xFAB4,
0x7FF0,	0xFC13,
0x7FFC,	0xFE0A,
0x7FDD,	0xFA1D,
0x7FED,	0xFBAF,
0x7FFB,	0xFDD8,
0x7FD6,	0xF986,
0x7FE9,	0xFB4A,
0x7FFA,	0xFDA5,
0x7FCE,	0xF8F0,
0x7FE5,	0xFAE6,
0x7FF9,	0xFD73,
0x7FC5,	0xF859,
0x7FE1,	0xFA81,
0x7FF8,	0xFD41,
0x7FBC,	0xF7C3,
0x7FDD,	0xFA1D,
0x7FF7,	0xFD0F,
0x7FB1,	0xF72C,
0x7FD8,	0xF9B9,
0x7FF6,	0xFCDC,
0x7FA7,	0xF696,
0x7FD3,	0xF954,
0x7FF4,	0xFCAA,
0x7F9B,	0xF600,
0x7FCE,	0xF8F0,
0x7FF3,	0xFC78,
0x7F8F,	0xF569,
0x7FC8,	0xF88B,
0x7FF2,	0xFC46,
0x7F82,	0xF4D3,
0x7FC2,	0xF827,
0x7FF0,	0xFC13,
0x7F75,	0xF43D,
0x7FBC,	0xF7C3,
0x7FEE,	0xFBE1,
0x7F67,	0xF3A7,
0x7FB5,	0xF75E,
0x7FED,	0xFBAF,
0x7F58,	0xF311,
0x7FAE,	0xF6FA,
0x7FEB,	0xFB7D,
0x7F48,	0xF27B,
0x7FA7,	0xF696,
0x7FE9,	0xFB4A,
0x7F38,	0xF1E5,
0x7F9F,	0xF632,
0x7FE7,	0xFB18,
0x7F27,	0xF14F,
0x7F97,	0xF5CD,
0x7FE5,	0xFAE6,
0x7F15,	0xF0B9,
0x7F8F,	0xF569,
0x7FE3,	0xFAB4,
0x7F03,	0xF023,
0x7F87,	0xF505,
0x7FE1,	0xFA81,
0x7EF0,	0xEF8E,
0x7F7E,	0xF4A1,
0x7FDF,	0xFA4F,
0x7EDC,	0xEEF8,
0x7F75,	0xF43D,
0x7FDD,	0xFA1D,
0x7EC8,	0xEE63,
0x7F6B,	0xF3D9,
0x7FDA,	0xF9EB,
0x7EB3,	0xEDCE,
0x7F62,	0xF375,
0x7FD8,	0xF9B9,
0x7E9D,	0xED38,
0x7F58,	0xF311,
0x7FD6,	0xF986,
0x7E86,	0xECA3,
0x7F4D,	0xF2AD,
0x7FD3,	0xF954,
0x7E6F,	0xEC0E,
0x7F43,	0xF249,
0x7FD0,	0xF922,
0x7E57,	0xEB79,
0x7F38,	0xF1E5,
0x7FCE,	0xF8F0,
0x7E3F,	0xEAE5,
0x7F2D,	0xF181,
0x7FCB,	0xF8BE,
0x7E26,	0xEA50,
0x7F21,	0xF11D,
0x7FC8,	0xF88B,
0x7E0C,	0xE9BB,
0x7F15,	0xF0B9,
0x7FC5,	0xF859,
0x7DF1,	0xE927,
0x7F09,	0xF055,
0x7FC2,	0xF827,
0x7DD6,	0xE893,
0x7EFD,	0xEFF2,
0x7FBF,	0xF7F5,
0x7DBA,	0xE7FE,
0x7EF0,	0xEF8E,
0x7FBC,	0xF7C3,
0x7D9D,	0xE76A,
0x7EE3,	0xEF2A,
0x7FB8,	0xF791,
0x7D80,	0xE6D6,
0x7ED5,	0xEEC7,
0x7FB5,	0xF75E,
0x7D62,	0xE643,
0x7EC8,	0xEE63,
0x7FB1,	0xF72C,
0x7D43,	0xE5AF,
0x7EBA,	0xEDFF,
0x7FAE,	0xF6FA,
0x7D24,	0xE51C,
0x7EAB,	0xED9C,
0x7FAA,	0xF6C8,
0x7D04,	0xE488,
0x7E9D,	0xED38,
0x7FA7,	0xF696,
0x7CE3,	0xE3F5,
0x7E8E,	0xECD5,
0x7FA3,	0xF664,
0x7CC2,	0xE362,
0x7E7F,	0xEC72,
0x7F9F,	0xF632,
0x7CA0,	0xE2CF,
0x7E6F,	0xEC0E,
0x7F9B,	0xF600,
0x7C7D,	0xE23C,
0x7E5F,	0xEBAB,
0x7F97,	0xF5CD,
0x7C5A,	0xE1AA,
0x7E4F,	0xEB48,
0x7F93,	0xF59B,
0x7C36,	0xE117,
0x7E3F,	0xEAE5,
0x7F8F,	0xF569,
0x7C11,	0xE085,
0x7E2E,	0xEA81,
0x7F8B,	0xF537,
0x7BEB,	0xDFF3,
0x7E1D,	0xEA1E,
0x7F87,	0xF505,
0x7BC5,	0xDF61,
0x7E0C,	0xE9BB,
0x7F82,	0xF4D3,
0x7B9F,	0xDECF,
0x7DFA,	0xE958,
0x7F7E,	0xF4A1,
0x7B77,	0xDE3E,
0x7DE8,	0xE8F6,
0x7F79,	0xF46F,
0x7B4F,	0xDDAC,
0x7DD6,	0xE893,
0x7F75,	0xF43D,
0x7B26,	0xDD1B,
0x7DC3,	0xE830,
0x7F70,	0xF40B,
0x7AFD,	0xDC8A,
0x7DB0,	0xE7CD,
0x7F6B,	0xF3D9,
0x7AD3,	0xDBF9,
0x7D9D,	0xE76A,
0x7F67,	0xF3A7,
0x7AA8,	0xDB69,
0x7D8A,	0xE708,
0x7F62,	0xF375,
0x7A7D,	0xDAD8,
0x7D76,	0xE6A5,
0x7F5D,	0xF343,
0x7A50,	0xDA48,
0x7D62,	0xE643,
0x7F58,	0xF311,
0x7A24,	0xD9B8,
0x7D4E,	0xE5E0,
0x7F53,	0xF2DF,
0x79F6,	0xD928,
0x7D39,	0xE57E,
0x7F4D,	0xF2AD,
0x79C8,	0xD899,
0x7D24,	0xE51C,
0x7F48,	0xF27B,
0x7999,	0xD80A,
0x7D0F,	0xE4B9,
0x7F43,	0xF249,
0x796A,	0xD77A,
0x7CF9,	0xE457,
0x7F3D,	0xF217,
0x793A,	0xD6EB,
0x7CE3,	0xE3F5,
0x7F38,	0xF1E5,
0x7909,	0xD65D,
0x7CCD,	0xE393,
0x7F32,	0xF1B3,
0x78D8,	0xD5CE,
0x7CB7,	0xE331,
0x7F2D,	0xF181,
0x78A6,	0xD540,
0x7CA0,	0xE2CF,
0x7F27,	0xF14F,
0x7873,	0xD4B2,
0x7C89,	0xE26D,
0x7F21,	0xF11D,
0x7840,	0xD424,
0x7C71,	0xE20B,
0x7F1B,	0xF0EB,
0x780C,	0xD397,
0x7C5A,	0xE1AA,
0x7F15,	0xF0B9,
0x77D7,	0xD309,
0x7C42,	0xE148,
0x7F0F,	0xF087,
0x77A2,	0xD27C,
0x7C29,	0xE0E7,
0x7F09,	0xF055,
0x776C,	0xD1EF,
0x7C11,	0xE085,
0x7F03,	0xF023,
0x7735,	0xD163,
0x7BF8,	0xE024,
0x7EFD,	0xEFF2,
0x76FE,	0xD0D7,
0x7BDF,	0xDFC2,
0x7EF6,	0xEFC0,
0x76C6,	0xD04B,
0x7BC5,	0xDF61,
0x7EF0,	0xEF8E,
0x768E,	0xCFBF,
0x7BAC,	0xDF00,
0x7EE9,	0xEF5C,
0x7654,	0xCF33,
0x7B92,	0xDE9F,
0x7EE3,	0xEF2A,
0x761B,	0xCEA8,
0x7B77,	0xDE3E,
0x7EDC,	0xEEF8,
0x75E0,	0xCE1D,
0x7B5D,	0xDDDD,
0x7ED5,	0xEEC7,
0x75A5,	0xCD92,
0x7B42,	0xDD7C,
0x7ECF,	0xEE95,
0x7569,	0xCD08,
0x7B26,	0xDD1B,
0x7EC8,	0xEE63,
0x752D,	0xCC7E,
0x7B0B,	0xDCBB,
0x7EC1,	0xEE31,
0x74F0,	0xCBF4,
0x7AEF,	0xDC5A,
0x7EBA,	0xEDFF,
0x74B2,	0xCB6A,
0x7AD3,	0xDBF9,
0x7EB3,	0xEDCE,
0x7474,	0xCAE1,
0x7AB6,	0xDB99,
0x7EAB,	0xED9C,
0x7435,	0xCA58,
0x7A9A,	0xDB39,
0x7EA4,	0xED6A,
0x73F6,	0xC9CF,
0x7A7D,	0xDAD8,
0x7E9D,	0xED38,
0x73B5,	0xC946,
0x7A5F,	0xDA78,
0x7E95,	0xED07,
0x7375,	0xC8BE,
0x7A42,	0xDA18,
0x7E8E,	0xECD5,
0x7333,	0xC836,
0x7A24,	0xD9B8,
0x7E86,	0xECA3,
0x72F1,	0xC7AF,
0x7A05,	0xD958,
0x7E7F,	0xEC72,
0x72AF,	0xC728,
0x79E7,	0xD8F9,
0x7E77,	0xEC40,
0x726B,	0xC6A1,
0x79C8,	0xD899,
0x7E6F,	0xEC0E,
0x7227,	0xC61A,
0x79A9,	0xD839,
0x7E67,	0xEBDD,
0x71E3,	0xC594,
0x798A,	0xD7DA,
0x7E5F,	0xEBAB,
0x719E,	0xC50E,
0x796A,	0xD77A,
0x7E57,	0xEB79,
0x7158,	0xC488,
0x794A,	0xD71B,
0x7E4F,	0xEB48,
0x7112,	0xC403,
0x792A,	0xD6BC,
0x7E47,	0xEB16,
0x70CB,	0xC37D,
0x7909,	0xD65D,
0x7E3F,	0xEAE5,
0x7083,	0xC2F9,
0x78E8,	0xD5FE,
0x7E37,	0xEAB3,
0x703B,	0xC274,
0x78C7,	0xD59F,
0x7E2E,	0xEA81,
0x6FF2,	0xC1F0,
0x78A6,	0xD540,
0x7E26,	0xEA50,
0x6FA9,	0xC16D,
0x7884,	0xD4E1,
0x7E1D,	0xEA1E,
0x6F5F,	0xC0E9,
0x7862,	0xD483,
0x7E14,	0xE9ED,
0x6F14,	0xC066,
0x7840,	0xD424,
0x7E0C,	0xE9BB,
0x6EC9,	0xBFE3,
0x781D,	0xD3C6,
0x7E03,	0xE98A,
0x6E7D,	0xBF61,
0x77FA,	0xD368,
0x7DFA,	0xE958,
0x6E30,	0xBEDF,
0x77D7,	0xD309,
0x7DF1,	0xE927,
0x6DE3,	0xBE5E,
0x77B4,	0xD2AB,
0x7DE8,	0xE8F6,
0x6D96,	0xBDDC,
0x7790,	0xD24D,
0x7DDF,	0xE8C4,
0x6D48,	0xBD5B,
0x776C,	0xD1EF,
0x7DD6,	0xE893,
0x6CF9,	0xBCDB,
0x7747,	0xD192,
0x7DCD,	0xE861,
0x6CA9,	0xBC5B,
0x7723,	0xD134,
0x7DC3,	0xE830,
0x6C59,	0xBBDB,
0x76FE,	0xD0D7,
0x7DBA,	0xE7FE,
0x6C09,	0xBB5B,
0x76D9,	0xD079,
0x7DB0,	0xE7CD,
0x6BB8,	0xBADC,
0x76B3,	0xD01C,
0x7DA7,	0xE79C,
0x6B66,	0xBA5D,
0x768E,	0xCFBF,
0x7D9D,	0xE76A,
0x6B13,	0xB9DF,
0x7668,	0xCF62,
0x7D94,	0xE739,
0x6AC1,	0xB961,
0x7641,	0xCF05,
0x7D8A,	0xE708,
0x6A6D,	0xB8E4,
0x761B,	0xCEA8,
0x7D80,	0xE6D6,
0x6A19,	0xB866,
0x75F4,	0xCE4B,
0x7D76,	0xE6A5,
0x69C4,	0xB7EA,
0x75CC,	0xCDEF,
0x7D6C,	0xE674,
0x696F,	0xB76D,
0x75A5,	0xCD92,
0x7D62,	0xE643,
0x6919,	0xB6F1,
0x757D,	0xCD36,
0x7D58,	0xE611,
0x68C3,	0xB676,
0x7555,	0xCCDA,
0x7D4E,	0xE5E0,
0x686C,	0xB5FA,
0x752D,	0xCC7E,
0x7D43,	0xE5AF,
0x6815,	0xB57F,
0x7504,	0xCC22,
0x7D39,	0xE57E,
0x67BD,	0xB505,
0x74DB,	0xCBC6,
0x7D2F,	0xE54D,
0x6764,	0xB48B,
0x74B2,	0xCB6A,
0x7D24,	0xE51C,
0x670B,	0xB411,
0x7489,	0xCB0E,
0x7D19,	0xE4EA,
0x66B1,	0xB398,
0x745F,	0xCAB3,
0x7D0F,	0xE4B9,
0x6657,	0xB31F,
0x7435,	0xCA58,
0x7D04,	0xE488,
0x65FC,	0xB2A7,
0x740B,	0xC9FC,
0x7CF9,	0xE457,
0x65A0,	0xB22F,
0x73E0,	0xC9A1,
0x7CEE,	0xE426,
0x6545,	0xB1B8,
0x73B5,	0xC946,
0x7CE3,	0xE3F5,
0x64E8,	0xB141,
0x738A,	0xC8EC,
0x7CD8,	0xE3C4,
0x648B,	0xB0CA,
0x735F,	0xC891,
0x7CCD,	0xE393,
0x642D,	0xB054,
0x7333,	0xC836,
0x7CC2,	0xE362,
0x63CF,	0xAFDE,
0x7307,	0xC7DC,
0x7CB7,	0xE331,
0x6371,	0xAF69,
0x72DB,	0xC782,
0x7CAB,	0xE300,
0x6311,	0xAEF4,
0x72AF,	0xC728,
0x7CA0,	0xE2CF,
0x62B2,	0xAE7F,
0x7282,	0xC6CE,
0x7C94,	0xE29E,
0x6251,	0xAE0B,
0x7255,	0xC674,
0x7C89,	0xE26D,
0x61F1,	0xAD97,
0x7227,	0xC61A,
0x7C7D,	0xE23C,
0x618F,	0xAD24,
0x71FA,	0xC5C0,
0x7C71,	0xE20B,
0x612D,	0xACB2,
0x71CC,	0xC567,
0x7C66,	0xE1DB,
0x60CB,	0xAC3F,
0x719E,	0xC50E,
0x7C5A,	0xE1AA,
0x6068,	0xABCD,
0x716F,	0xC4B4,
0x7C4E,	0xE179,
0x6004,	0xAB5C,
0x7141,	0xC45B,
0x7C42,	0xE148,
0x5FA0,	0xAAEB,
0x7112,	0xC403,
0x7C36,	0xE117,
0x5F3C,	0xAA7B,
0x70E2,	0xC3AA,
0x7C29,	0xE0E7,
0x5ED7,	0xAA0B,
0x70B3,	0xC351,
0x7C1D,	0xE0B6,
0x5E71,	0xA99B,
0x7083,	0xC2F9,
0x7C11,	0xE085,
0x5E0B,	0xA92C,
0x7053,	0xC2A0,
0x7C05,	0xE054,
0x5DA5,	0xA8BE,
0x7023,	0xC248,
0x7BF8,	0xE024,
0x5D3E,	0xA850,
0x6FF2,	0xC1F0,
0x7BEB,	0xDFF3,
0x5CD6,	0xA7E2,
0x6FC1,	0xC198,
0x7BDF,	0xDFC2,
0x5C6E,	0xA775,
0x6F90,	0xC141,
0x7BD2,	0xDF92,
0x5C06,	0xA708,
0x6F5F,	0xC0E9,
0x7BC5,	0xDF61,
0x5B9D,	0xA69C,
0x6F2D,	0xC092,
0x7BB9,	0xDF30,
0x5B33,	0xA630,
0x6EFB,	0xC03B,
